开放粤语例句词库

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）

［粤语例句］*［国语释义］

 揸住手噉教佢	手把手地教他
后生仔中意走趯	年轻人喜欢到处走动

后生仔咪咁白霍	年轻人别那么轻浮

后生仔唔好咁沙尘	年轻人不要那么轻浮骄傲

后生细仔识咩吖？	年纪轻轻的懂什么？

得一日时间，冇得走盏	祇有一天的时间，没有回旋的余地

得人惊到不得了	非常恐怖

得佢一枝公喺屋企	只有他一个人在家

得个啰	行了

得咁滞未呀？	快行了吧？

得嘞，即刻就嚟	行了，马上就来

得噶啦，我知点做	行了，我知道怎么做

得未呀？	行了吗？

得闲call我	有空找我

得闲call我吖	有空给我打电话

得闲上嚟坐	有空上来坐

得闲仲系钟意饮翻两杯	有空仍旧喜欢喝它两杯酒

得闲再嚟	有空再来

得闲嘅时间做乜嘢？	有空的时候都做什么？

得闲嚟倾吓闲偈喇	有空来闲聊天吧

得闲就炒吓更，帮补吓家用	有空就搞点儿外快，补贴一下儿家里的开支

得闲就秘捞吓，帮补吓家用	有空就搞点儿外快，补贴一下儿家里的开支

得闲我嚟探过你吖	有空我再来探望你吧

得闲睇吓	有空看一看

得闲听吓歌都几疏乎	有空听听音乐倒挺舒畅

得闲饮茶吖	有空聚聚

得鬼閒咩	才不会有空呢

得，你净系话畀我知应该将啲档案归去边度	可以，你只要告诉我该把档案归到何处

心好慌	心里很慌

快啲call白车！	快点叫救护车！

快啲做，咪喺度戆啦	快点干，别在这儿疯疯癫癫的

快啲入嚟，唔好畀人见到	快进来，别让人家看见

快啲吖，就嚟够钟噶喇	快点吧，时间快到了

快啲呀，时间好逼噶啦	快点，时间很紧迫了

快啲啦，赶唔切搭校车啦	快点吧，来不及上校车了

快啲嚟啦！	快点来啊！

快啲嚟睇吓啦！	快点来看看啦！

快啲得唔得？	快点行不行？

快啲畀我睇	快点给我看

快啲翻嚟呀！	快点回来啊！

快啲讲啦！	快点说啊！

快啲起身，唔好诈谛	快起来，别装蒜

快啲趷开！	快点滚开！

快脆讲啦	快点说啊

怕咩丑呀	别害臊啊

怕瘀呀	怕丢脸呀

急到佢氹氹转	急得他团团转

急急脚噉，去边度呀？	匆匆忙忙的，到哪儿去？

恭喜晒㖞！	恭喜你啦！

情愿行路唔愿坐车	宁可走路，不愿坐车

想三四日就筑好条基围，攞嚟讲嘅啫	想三四天就修好堤坝，随便说说罢了

想去旅行迆吓	想去旅行打发一下时间

想去欧洲旅行都怕冻过水喇	想去欧洲旅行恐怕没希望了

想呃边个？	想骗谁？

想唔嚟都几难	非来不可，一定要来

想早啲走就啦啦声做嘢喇	想早点走就赶快干活吧

想死呀你？	你找死呀？

想要啲咩嘢，两位？	两位，想吃点什么？

想买衫，因为真系好平	想买衣服，因为真的很便宜

爱唔爱得晒？	全要得了吗？

爱嚟做乜嘢？	要来干嘛？

惨啰，成份卷得一题识答！	真可怜，全卷只有一题会做！

慢下手唔见咗点算？	万一不见了怎么办？

慢下手打起身嚟都似	弄不好很可能打起来

慢下手搅出个大头佛，问你死未	弄不好捅个大娄子，看你怎么办

慢慢冧吓佢，佢就肯去嘅嘞	慢慢用好话劝说他，他就愿意去的了

慢慢嚟，你仲咁后生	慢慢来，你还那么年轻

慢慢嚟，唔使急嘅	慢慢来，不用急

慢慢行，唔使走	慢慢走，不用跑

慢慢食呀	请慢用

应付咁大场面佢都咁老定，真系犀利！	应付这么大的场面他也这么镇定，真够厉害的！

应该噉先岩噶嘛！	应该这样才对嘛！

戆居啦，冇人噉做嘅	傻瓜，没人这么干的

戆居居企喺度做乜嘢呀？	傻头傻脑地站在这儿干嘛？

戆居居噉企喺度做乜？	傻头傻脑地站着干啥？

成一点钟仲唔翻屋企	快一点了还没回家

成七斤重	重量近七斤

成世冇老婆	一辈子没老婆

成世唔出门	一辈子没有出过门

成世挨饥抵冷，而家享福咯	一辈子挨饿受冷，现在可享福了

成世都咁孤寒	一辈子都这么吝啬

成件事畀佢哋搇实晒	他们把整件事情捂住了

成个世界都变紧噶喇	全世界正在改变呢

成个人舂落去	整个人坠下去

成个廥拉拉，唔想喐	整个人累得不得了，不想动

成个会场倒泻箩蟹，乱晒大龙	整个会场秩序乱七八糟

成个病君，做得乜嘢吖？	十足的病猫子，能做个啥？

成个经理噉头	像个经理的样子

成家一齐食	全家一起吃

成年都冇嚟过	几乎一年都没来过

成日喊，眞系曳	整天哭，眞淘气

成日喐喐贡做乜呀？	整天动来动去干什么？

成日噉刨书	整天地啃书

成日坐喺屋企，真无聊赖	整天坐在家里，真无聊

成日屈喺屋企做乜！	整天蹲在家里干什么！

成日屈喺屋企睇书	整天闷在家里看书

成日思疑人哋系唔啱嘅	整天怀疑人家是不对的

成日打喊路事关唔够瞓	因为缺觉老打哈欠

成日整古人，真衰！	整天捉弄人，真缺德！

成日斟盘都斟唔掂	整天谈判都谈不妥

成日冲凉都仲系热	整天洗澡还是感到热

成日玩几冇瘾	整天玩多没意思

成日畸畸卡卡，一啲都唔正经	整天嘻嘻哈哈，一点都不正经

成日虾霸人哋太曳咯	整天欺负人家太坏了

成日行行企企，有乜出息！	整天无所事事，有什么出息！

成日都未停过手做嘢，做到嗍气	成天忙个不停，干得很辛苦

成日都未停过手做嘢，做到索气	整天忙个不停，干得很辛苦

成晚眼光光，瞓唔着	整个晚上睁着眼睛，睡不着

成沓都系湿柴，有鬼用咩	整一叠都是零票，有啥用

成组畀佢佗衰晒	全组让他给拖累了

成街都系人	满街都是人

成身汗	满身汗

成身老泥，快啲冲个凉啦	满身汗垢，快去洗个澡吧

成间学校得一个波场	整所学校才一个球场

我check过晒喇	我查过了

我一世人未见过	我一辈子也没有见过

我一剒佢啲衫钮就全部甩晒出嚟	我猛一扽，他的衣扣就全掉了下来

我一啲都唔癐	我一点儿都不累

我一身都松晒	我全身都轻松了

我下个站落车啦	我下一站下车

我下星期去北京	我下星期到北京去

我不溜喺广州	我一直在广州

我不溜都系噉噶啦	我向来都是这样的

我亚妈又嗌我去相睇	我妈又叫我去相亲

我交代你做嘅嘢，做成点样呀？	我交代你做的事，做得怎么样？

我亦想共一份	我也想凑上一份

我亦想孖份	我也想参加一份

我亦都帮唔到佢	我也帮不了他

我今年仲有十日大假，打算同老婆去旅行	我今年还有十天有薪假期，打算和太太去旅游

我今日一定要去佢屋企，事关有好多急事要请教佢	我今天一定要上他家去，因为有许多急事要向他请教

我今日去买咗部二手电脑，总算系人有我有啦	我今天去买了一台电脑，总算是人家有的我也有吧

我今日好眼瞓，一阵要去揾周公	我今天很困倦，一会儿要去睡一下

我今晚当夜更	我今晚值夜班

我今晚要开OT，唔翻屋企食饭喇	我今晚要加班，不回家吃饭了

我今餐开胃	我这一顿饭胃口好

我以后听晒你话	我以后全听你的

我仲以为你出咗国添	我还以为你已经出国了呢

我仲以为系咩咁巴闭添	我还以为是什么了不起的事情呢

我仲以为系自己谂多咗	我还以为是我自己想太多了

我仲系心大心细	我还是拿不定主意

我仲剩低几多个年休日？	我还剩下多少个年休日？

我仲有冇时间出去买啲点心？	我还有时间出去买点小吃吗？

我仲有嘢要做	我还有工作要做

我仲紧张过你呀	我比你还紧张呢

我份人呢，咩人都唔惊	我这个人什么人都不怕

我估佢实嚟	我估计他一定来

我住呢间房，家姐住嗰间	我住这间屋，姐姐住那间

我住开呢区唔想搬	我一直住在这一区，不想搬了

我系佢生意上嘅拍乸	我是他生意上的伙伴

我系北京嚟，您呢？	我从北京来，你呢？

我系咪做错啲乜嘢激亲你呀？	我是不是做错了什么事惹你生气了？

我系唔系打亲你呀？	我是不是打了你呐？

我系广州仔！	我是广州人

我系得咁多噶嘞	我只有这么多了

我系拎住佢畀嘅地埗揾到呢处嘅	我是拿着他的地址找到这儿的

我系为你着想噶	我是为你着想的

我保证唔会有差迟	我保证不会有差错

我信多你一次，你唔好再出蛊惑呀吓！	我再相信你一回，你别再耍花招了！

我个仔唔生性，边度有钱攞翻屋企吖	我儿子没出息，哪有钱拿回家啊

我个仔啲成绩麻麻哋啦	我儿子的学习成绩还过得去吧

我个心十五十六，攞唔定主意	我心里七上八下，拿不定主意

我个肚有啲啰挛	我肚子有点不舒服

我借五蚊你，你连句多谢都冇	我借你五块，你连谢都不谢

我借你五蚊，迟早都系要还畀你噶	我向你借五块，迟早都要还你的

我做事唔会大细超嘅，你哋唔使担心	我做事不会厚此薄彼，你们不用担心

我做咗份简报，摆喺你张台度	我已经做了一份简报，放在你的桌上

我做嘢好君真	我做事很公平

我做紧嘢，你哋唔好喺度嘈嘈闭	我正在干活，你们别在这儿吵吵闹闹的

我做亲乜嘢佢都弹嘅	我无论干什么都遭到他的批评

我先生都经常提到你	我丈夫常说起你

我冇乜好讲喇	我没有什么好说的

我冇做过	我没做过

我冇做过，你哋唔好屈我	我没做过，你们别诬赖我

我冇呀	我没有

我冇对你唔住	我没有对不起你

我冇带遮，唯有攞件衫嚟遮雨	我没带雨伞，只能用衣服来挡雨

我冇带银喺身	我没带钱

我冇心机同你倾	我无心跟你谈

我冇心机睇咁长嘅文章	我没心情看那么长的文章

我冇所谓，点话点好啦	我无所谓，怎么说就怎么办吧

我冇留意㖞	我没有注意到呢

我冇说话可以讲	我无话可说

我冇银噶，你唔好要我捐钱呀	我没钱的,你别叫我捐钱啊

我出去一阵，唔该帮吓眼	我出去一下，麻烦照看照看

我出年退休	我明年退休

我初嚟甫到，唔了解情况	我刚刚来，不了解情况

我前个月试过屙肚，好厉害	我上月拉过肚子，很严重

我劝你谂清楚唔好走倔头路呀	我劝你想清楚，不要走死路

我包你冇事	我保证你没事

我即刻去搅惦	我马上去办

我原先仲谂住我哋得到呢啲信息会有困难	我原以为我们得到这些信息会有困难

我去系趁高兴啫	我去是为了凑热闹罢了

我去同你哋睇水	我去帮你把风

我去揾佢，次次都摸门钉	我去找他，每次都吃闭门羹

我去过一次咋	我才去过一次而已

我去过格	我是去过的

我又冇得罪你，你眼超超噉想点呀！	我又没得罪你，你怒目圆睁的想怎么着！

我只系一时饮大咗先会噉噶	我只是一时喝醉了才会这样了

我只系想分享吓自己嘅谂法	我只是想分享一下自己的想法

我叫你走，点解你唔走？	我叫你走，你怎么不走？

我可以同你查吓	我可以帮你查一下

我可唔可以去睇吓间房先？	我能先去看一下房间吗？

我可唔可以喺呢度埋单？	我可以在这里买单吗？

我可唔可以坐车去呀？	我可以乘车去吗？

我可唔可以走呀？	我可以走吗？

我同你将个喼摆喺行李架上便	我帮您把箱子放在行李架上

我同你换制唔制？	我跟你换，愿意不愿意？

我同你搏命	我跟你拼

我同你搅笑嘅啫	我跟你逗乐罢了

我同你买咗本书翻嚟喇	我给你买了一本书回来

我同你斗快吖	我跟你比快吧

我同佢系乡里	我跟他是同乡

我同佢冇乜挐褦	我跟他没有什么牵扯

我同佢好friend	我跟他很要好

我同佢散咗了	我跟他分手了

我同佢讲咗几句嘢	我跟他说了几句话

我同佢识咗冇几耐	我认识他不久

我同佢都唔啱key嘅	我跟他不对路子

我同呢件畸士冇乜挐褦	我和这件案子不相干

我同张生约咗两点钟见面	我跟张先生约好两点钟见面

我同意你后面嗰句	我同意你后面那一句

我同老婆等佢家姐放工	我和老婆等他姐姐下班

我呢件衫系执二摊嘅	我这件衣服是人家穿过给我的

我呢个净系用嚟测试	我这个只是用来测试

我呢套衫系度身订造，几啱身噶	我这套衣服是量体订做的，挺合身的

我呢度有香口胶，畀你	我这里有口香糖，给你

我呢排比较忙	我最近比较忙

我周围揾你，你去咗边度？	我到处找你，你去了哪里？

我命水唔好，细个嗰阵屋企穷冇机会读书	我命不好，小时候家里穷没有机会念书

我咀佢一啖啰	我亲了他一下

我咬亲条脷	我咬着了舌头

我哋一路行一路倾	我们边走边谈

我哋三个夹份开咗间餐厅	我们三个合股开了家餐厅

我哋仲未决定几时签合同	我们还没有决定签合同的日期

我哋仲要一个铁板牛肉	我们还想要一份铁板牛肉

我哋系唔系喺停车前就攞晒啲行李落嚟呢？	我们是不是在停车前就把行李拿下来？

我哋系唔系签翻个合同？	我们可否签个合同？

我哋系唔会分开噶！	我们是不会分开的！

我哋系乡里	我们是同乡的

我哋做埋老衬，以后多啲出嚟饮茶	我们对了亲家，以后要常常相约出来喝茶

我哋两个系老表	我们俩是表亲

我哋两个部门做嘅事，冇相干嗰㖞	我们两个部门干的事，是毫不相干的

我哋两个都咁高咁大喇	我们两个都差不多啦

我哋八点钟去卡拉OK，得唔得？	8点钟我们去卡拉OK，好吗？

我哋公司会深入研究你嘅意见可唔可行	我们公司会深入研究你的建议的可行性

我哋公司要请人行街	我们共要请人跑外

我哋到晒啦，等紧你呀	我们全到了，就欠你

我哋去抦嗰条友	我们去揍那个家伙

我哋去树荫底下嗰个大排档开煲啦	我们到树底下那个大排档吃饭吧

我哋去海皮行吓	我们去海边走走

我哋去海皮行吓	我们去海边走走

我哋只系打个招呼，讲咗几句嘢，然后就各走各路咁简单	我们只是打了个招呼，说了几句话，然后就各走各的那么简单

我哋同一team噶	我们同一阵线嘛

我哋呢一季嘅系列产品质地十分好	我们这一季的系列产品质量很好

我哋呢度冇人叫呢个名	我们这里没有叫这个名字的人

我哋呢排一直都好努力噉做嘢	我们最近一直都很努力地工作

我哋唔收现金个噃！	我们是不收现金的！

我哋唔会打完斋唔要和尚咁冇腰骨嘅	我们不会做完事情就撇开人家那么靠不住的
